date,symbol,marketcapname,sector
29-07-2025,ZUARIIND,Smallcap,FMCG
30-07-2025,PGHH,Largecap,FMCG
30-07-2025,GREAVESCOT,Smallcap,Industrials
30-07-2025,MADRASFERT,Smallcap,Chemicals
30-07-2025,STARHEALTH,Largecap,Financials
31-07-2025,JINDRILL,Smallcap,Energy
31-07-2025,KAYNES,Largecap,Consumer Discretionary
31-07-2025,EMAMILTD,Largecap,FMCG
01-08-2025,SUZLON,Largecap,Industrials
05-08-2025,PRAKASH,Smallcap,Metals & Mining
05-08-2025,MTARTECH,Midcap,Aerospace & Defence
07-08-2025,ITI,Largecap,Aerospace & Defence
07-08-2025,SANGHVIMOV,Smallcap,Miscellaneous
07-08-2025,IZMO,Smallcap,I.T
07-08-2025,STOVEKRAFT,Smallcap,Consumer Discretionary
08-08-2025,SALZERELEC,Smallcap,Industrials
08-08-2025,RATEGAIN,Midcap,I.T
11-08-2025,SHAILY,Midcap,Plastic products
11-08-2025,DVL,Smallcap,Services
11-08-2025,ANDHRSUGAR,Smallcap,Chemicals
12-08-2025,RICOAUTO,Smallcap,Auto
12-08-2025,HMAAGRO,Smallcap,FMCG
12-08-2025,SJVN,Largecap,Power & Utilities
12-08-2025,ALKEM,Largecap,Healthcare
13-08-2025,GODREJIND,Largecap,Chemicals
13-08-2025,EIHOTEL,Largecap,Services
13-08-2025,HONASA,Midcap,Services
13-08-2025,NYKAA,Largecap,I.T
14-08-2025,PFIZER,Largecap,Healthcare
18-08-2025,RELAXO,Midcap,Consumer Discretionary
18-08-2025,NIVABUPA,Midcap,Financials
19-08-2025,EXIDEIND,Largecap,Auto
19-08-2025,MSUMI,Largecap,Auto
19-08-2025,RAYMONDLSL,Midcap,Textiles
19-08-2025,DEVYANI,Midcap,Consumer Discretionary
20-08-2025,IKIO,Smallcap,Consumer Discretionary
20-08-2025,PROTEAN,Smallcap,I.T
20-08-2025,SURAJEST,Smallcap,Realty
20-08-2025,GOODLUCK,Smallcap,Metals & Mining
20-08-2025,GNA,Smallcap,Auto
20-08-2025,DYCL,Smallcap,Industrials
20-08-2025,LATENTVIEW,Midcap,I.T
21-08-2025,IDBI,Largecap,Bank
21-08-2025,RACLGEAR,Smallcap,Auto
21-08-2025,BFINVEST,Smallcap,Financials
22-08-2025,RSYSTEMS,Smallcap,I.T
22-08-2025,DHANI,Smallcap,Financials
26-08-2025,RTNINDIA,Midcap,Financials
26-08-2025,SHK,Smallcap,Chemicals
29-08-2025,JINDALPOLY,Smallcap,Textiles
29-08-2025,JINDALPHOT,Smallcap,Financials
01-09-2025,HUHTAMAKI,Smallcap,Industrials
01-09-2025,MICEL,Smallcap,Consumer Discretionary
02-09-2025,GREAVESCOT,Smallcap,Industrials
02-09-2025,REDTAPE,Midcap,Consumer Discretionary
02-09-2025,GUJALKALI,Smallcap,Chemicals
02-09-2025,MOBIKWIK,Smallcap,I.T
02-09-2025,QUADFUTURE,Smallcap,Industrials
02-09-2025,RENUKA,Midcap,FMCG
03-09-2025,MANINDS,Smallcap,Metals & Mining
03-09-2025,SCILAL,Smallcap,Services
03-09-2025,TBOTEK,Midcap,I.T
03-09-2025,MOIL,Midcap,Metals & Mining
03-09-2025,PNCINFRA,Midcap,Realty
03-09-2025,DIAMONDYD,Smallcap,FMCG
03-09-2025,SPANDANA,Smallcap,Financials
04-09-2025,BATAINDIA,Midcap,Consumer Discretionary
04-09-2025,ATULAUTO,Smallcap,Auto
04-09-2025,SAPPHIRE,Midcap,Consumer Discretionary
05-09-2025,SKFINDIA,Midcap,Industrials
05-09-2025,PLATIND,Smallcap,Chemicals
08-09-2025,SSWL,Smallcap,Auto
08-09-2025,CYIENTDLM,Smallcap,Consumer Discretionary
08-09-2025,STYLAMIND,Smallcap,Building Materials
08-09-2025,ARISINFRA,Smallcap,Services
08-09-2025,PRECAM,Smallcap,Auto
08-09-2025,NEOGEN,Smallcap,Chemicals
08-09-2025,COHANCE,Largecap,Healthcare
09-09-2025,SULA,Smallcap,FMCG
09-09-2025,FLUOROCHEM,Largecap,Chemicals
09-09-2025,UJJIVANSFB,Midcap,Bank
10-09-2025,PICCADIL,Midcap,FMCG
10-09-2025,MAMATA,Smallcap,Industrials
10-09-2025,OFSS,Largecap,I.T
10-09-2025,INDOTHAI,Smallcap,Financials
11-09-2025,IKIO,Smallcap,Consumer Discretionary
11-09-2025,GREENPLY,Smallcap,Building Materials
11-09-2025,INDOCO,Smallcap,Healthcare
11-09-2025,GREENPANEL,Smallcap,Building Materials
11-09-2025,MTARTECH,Midcap,Aerospace & Defence
11-09-2025,SIGACHI,Smallcap,Healthcare
12-09-2025,PUNJABCHEM,Smallcap,Chemicals
12-09-2025,THEMISMED,Smallcap,Healthcare
12-09-2025,GPPL,Midcap,Transportation
15-09-2025,ANANTRAJ,Largecap,Realty
15-09-2025,SHREEPUSHK,Smallcap,Chemicals
15-09-2025,IRCON,Midcap,Realty
16-09-2025,BBOX,Midcap,I.T
16-09-2025,BAJEL,Smallcap,Realty
16-09-2025,DLINKINDIA,Smallcap,Services
16-09-2025,KIRLOSENG,Midcap,Industrials
17-09-2025,DCMSHRIRAM,Midcap,Miscellaneous
17-09-2025,IRMENERGY,Smallcap,Energy
17-09-2025,CIEINDIA,Midcap,Industrials
17-09-2025,CANTABIL,Smallcap,Textiles
17-09-2025,TBZ,Smallcap,Consumer Discretionary
17-09-2025,PCJEWELLER,Midcap,Consumer Discretionary
17-09-2025,PNCINFRA,Midcap,Realty
17-09-2025,LUXIND,Smallcap,Textiles
17-09-2025,RADHIKAJWE,Smallcap,Consumer Discretionary
18-09-2025,NELCO,Smallcap,Telecom
18-09-2025,DPSCLTD,Smallcap,Power & Utilities
18-09-2025,RBA,Smallcap,Consumer Discretionary
19-09-2025,ORCHPHARMA,Smallcap,Healthcare
19-09-2025,EXICOM,Smallcap,Industrials
19-09-2025,ROSSARI,Smallcap,Chemicals
19-09-2025,ALIVUS,Midcap,Healthcare
22-09-2025,TINNARUBR,Smallcap,FMCG
22-09-2025,OMINFRAL,Smallcap,Realty
22-09-2025,BORORENEW,Midcap,Building Materials
23-09-2025,BFINVEST,Smallcap,Financials
24-09-2025,ALLCARGO,Smallcap,Transportation
24-09-2025,MATRIMONY,Smallcap,Miscellaneous
30-09-2025,HATSUN,Largecap,FMCG
01-10-2025,DCMSRIND,Smallcap,FMCG
01-10-2025,DSSL,Smallcap,I.T
01-10-2025,GREENPANEL,Smallcap,Building Materials
03-10-2025,EIHOTEL,Largecap,Services
03-10-2025,KALAMANDIR,Smallcap,Consumer Discretionary
03-10-2025,ASTRAMICRO,Midcap,Aerospace & Defence
03-10-2025,VMART,Midcap,Consumer Discretionary
03-10-2025,ORISSAMINE,Smallcap,Metals & Mining
06-10-2025,UFLEX,Smallcap,Industrials
06-10-2025,BBTC,Midcap,Auto
06-10-2025,EMCURE,Largecap,Healthcare
06-10-2025,ABLBL,Midcap,Consumer Discretionary
06-10-2025,GLOBUSSPR,Smallcap,FMCG
06-10-2025,MANAKCOAT,Smallcap,Metals & Mining
07-10-2025,ESTER,Smallcap,Industrials
07-10-2025,ARIHANTSUP,Smallcap,Realty
07-10-2025,ANDHRSUGAR,Smallcap,Chemicals
09-10-2025,MANALIPETC,Smallcap,Energy
09-10-2025,GRINFRA,Midcap,Realty
10-10-2025,SANGAMIND,Smallcap,Textiles
13-10-2025,KFINTECH,Midcap,Financials
13-10-2025,JUSTDIAL,Midcap,I.T
13-10-2025,JUBLINGREA,Midcap,Chemicals
13-10-2025,ABSLAMC,Largecap,Financials
14-10-2025,FOSECOIND,Smallcap,Chemicals
14-10-2025,LANDMARK,Smallcap,Consumer Discretionary
14-10-2025,NAVKARCORP,Smallcap,Transportation
15-10-2025,GENESYS,Smallcap,I.T
15-10-2025,ICICIGI,Largecap,Financials
16-10-2025,GAEL,Smallcap,FMCG
16-10-2025,SUMMITSEC,Smallcap,Financials
16-10-2025,SHAREINDIA,Smallcap,Financials
17-10-2025,WHIRLPOOL,Midcap,Consumer Discretionary
17-10-2025,VHL,Smallcap,Financials
17-10-2025,GODAVARIB,Smallcap,FMCG
17-10-2025,KALPATARU,Midcap,Realty
20-10-2025,RAJRATAN,Smallcap,Metals & Mining
20-10-2025,BHARATRAS,Smallcap,Chemicals
23-10-2025,GRWRHITECH,Midcap,Industrials
23-10-2025,VTL,Midcap,Textiles
23-10-2025,HARSHA,Smallcap,Auto
23-10-2025,ICIL,Midcap,Textiles
23-10-2025,KITEX,Smallcap,Consumer Discretionary
23-10-2025,VAIBHAVGBL,Smallcap,Consumer Discretionary
23-10-2025,BSOFT,Midcap,I.T
23-10-2025,POKARNA,Smallcap,Consumer Discretionary
24-10-2025,JGCHEM,Smallcap,Chemicals
24-10-2025,PFS,Smallcap,Financials
24-10-2025,CREDITACC,Largecap,Financials
27-10-2025,FSL,Largecap,I.T
27-10-2025,BRIGHOTEL,Smallcap,Services
28-10-2025,DEEPAKFERT,Midcap,Chemicals
28-10-2025,TTKPRESTIG,Midcap,Consumer Discretionary
28-10-2025,AEROFLEX,Smallcap,Metals & Mining
28-10-2025,SURAJEST,Smallcap,Realty
28-10-2025,SPARC,Smallcap,Healthcare
28-10-2025,NEWGEN,Midcap,I.T
29-10-2025,FIVESTAR,Midcap,Financials
29-10-2025,SOLARWORLD,Smallcap,Power & Utilities
29-10-2025,ATGL,Largecap,Energy
30-10-2025,GRINDWELL,Midcap,Industrials
30-10-2025,VENKEYS,Smallcap,FMCG
31-10-2025,AVTNPL,Smallcap,FMCG
03-11-2025,ORCHPHARMA,Smallcap,Healthcare
03-11-2025,DPABHUSHAN,Smallcap,Consumer Discretionary
03-11-2025,MEDPLUS,Midcap,Consumer Discretionary
04-11-2025,TBOTEK,Midcap,I.T
04-11-2025,APLLTD,Midcap,Healthcare
04-11-2025,SHARDAMOTR,Midcap,Auto
04-11-2025,POWERINDIA,Largecap,Industrials
06-11-2025,APCOTEXIND,Smallcap,Chemicals
07-11-2025,SASKEN,Smallcap,I.T
10-11-2025,AARTIDRUGS,Smallcap,Healthcare
10-11-2025,LAXMIDENTL,Smallcap,Healthcare
10-11-2025,GALLANTT,Midcap,Metals & Mining
10-11-2025,VOLTAMP,Midcap,Industrials
10-11-2025,ANUP,Smallcap,Industrials
10-11-2025,INDIGOPNTS,Midcap,Building Materials
11-11-2025,ESABINDIA,Midcap,Industrials
11-11-2025,BLISSGVS,Smallcap,Healthcare
11-11-2025,PANAMAPET,Smallcap,Energy
11-11-2025,JYOTICNC,Largecap,Industrials
11-11-2025,VIKRAN,Smallcap,Industrials
11-11-2025,TRITURBINE,Midcap,Industrials
12-11-2025,GNFC,Midcap,Chemicals
12-11-2025,RICOAUTO,Smallcap,Auto
12-11-2025,ICIL,Midcap,Textiles
12-11-2025,IRMENERGY,Smallcap,Energy
12-11-2025,UNIECOM,Smallcap,I.T
12-11-2025,MSPL,Smallcap,Metals & Mining
13-11-2025,AETHER,Midcap,Chemicals
13-11-2025,VINDHYATEL,Smallcap,Realty
13-11-2025,HONASA,Midcap,Services
13-11-2025,GOLDIAM,Smallcap,Consumer Discretionary
13-11-2025,SANOFICONR,Midcap,Healthcare
13-11-2025,CENTURYPLY,Midcap,Building Materials
13-11-2025,INDOTECH,Smallcap,Industrials
13-11-2025,INFIBEAM,Midcap,I.T
13-11-2025,SPANDANA,Smallcap,Financials
14-11-2025,MANINDS,Smallcap,Metals & Mining
14-11-2025,GVPIL,Smallcap,Realty
14-11-2025,PGEL,Midcap,Consumer Discretionary
